sample_id,method,teacher_index,answer_index,approximate_index,approximate_top1_margin,minimum_margin,feature_relative_l2,candidate_kl,maximum_normalized_adverse_shift,prediction_match,harmful,beneficial
vsi_question_991,cmrq_risk_atoms32_r456,2,2,2,0.5,0.5,0.1535852998495102,0.0011478513479232788,0.0,1,0,0
vsi_question_991,cmrq_mix_g32_w0p3_r456,2,2,2,0.5,0.5,0.1535816192626953,0.0,0.0,1,0,0
vsi_question_991,permuted_mix_g32_w0p3_r456,2,2,2,0.375,0.5,0.15372347831726074,0.0019176546484231949,0.25,1,0,0
vsi_question_3105,vsi_pca_train96_r456,3,0,3,0.375,0.5,0.14653003215789795,0.003817373886704445,0.25,1,0,0
vsi_question_3105,pooled3_pca_r456,3,0,3,0.5,0.5,0.1505834013223648,0.0014896243810653687,0.0,1,0,0
vsi_question_3105,cmrq_risk_atoms32_r456,3,0,3,0.5,0.5,0.1555974930524826,0.0014896243810653687,0.0,1,0,0
vsi_question_3105,cmrq_mix_g32_w0p3_r456,3,0,3,0.5,0.5,0.15559208393096924,0.0,0.0,1,0,0
vsi_question_3105,permuted_mix_g32_w0p3_r456,3,0,3,0.375,0.5,0.15571089088916779,0.003817373886704445,0.25,1,0,0
vsi_question_1560,vsi_pca_train96_r456,0,2,0,0.75,0.75,0.14621101319789886,0.0,0.0,1,0,0
vsi_question_1560,pooled3_pca_r456,0,2,0,0.875,0.75,0.14934170246124268,0.001859850250184536,0.0,1,0,0
vsi_question_1560,cmrq_risk_atoms32_r456,0,2,0,0.875,0.75,0.1543404906988144,0.001859850250184536,0.0,1,0,0
vsi_question_1560,cmrq_mix_g32_w0p3_r456,0,2,0,0.75,0.75,0.15433534979820251,0.0,0.0,1,0,0
vsi_question_1560,permuted_mix_g32_w0p3_r456,0,2,0,0.875,0.75,0.15444590151309967,0.001859850250184536,0.0,1,0,0
vsi_question_5090,vsi_pca_train96_r456,0,0,0,0.0,0.0,0.13998904824256897,0.0008039828389883041,0.09090909361839294,1,0,0
vsi_question_5090,pooled3_pca_r456,0,0,0,0.0,0.0,0.1459377259016037,0.0008039828389883041,0.09090909361839294,1,0,0
vsi_question_5090,cmrq_risk_atoms32_r456,0,0,0,0.0,0.0,0.15098625421524048,0.0008039828389883041,0.09090909361839294,1,0,0
vsi_question_5090,cmrq_mix_g32_w0p3_r456,0,0,0,0.0,0.0,0.15098123252391815,0.0008039828389883041,0.09090909361839294,1,0,0
vsi_question_5090,permuted_mix_g32_w0p3_r456,0,0,0,0.0,0.0,0.1511002629995346,0.0008039828389883041,0.09090909361839294,1,0,0
vsi_question_5030,vsi_pca_train96_r456,0,2,0,0.0,0.125,0.13648444414138794,0.0016082338988780975,1.0,1,0,0
vsi_question_5030,pooled3_pca_r456,0,2,0,0.125,0.125,0.14361430704593658,0.0,0.0,1,0,0
vsi_question_5030,cmrq_risk_atoms32_r456,0,2,0,0.125,0.125,0.1482958346605301,0.0,0.0,1,0,0
vsi_question_5030,cmrq_mix_g32_w0p3_r456,0,2,0,0.0,0.125,0.14829093217849731,0.0019492395222187042,1.0,1,0,0
vsi_question_5030,permuted_mix_g32_w0p3_r456,0,2,0,0.125,0.125,0.14843960106372833,0.0,0.0,1,0,0
vsi_question_3012,vsi_pca_train96_r456,2,2,2,0.75,0.75,0.14373721182346344,0.0016493787989020348,0.07692307978868484,1,0,0
vsi_question_3012,pooled3_pca_r456,2,2,2,0.75,0.75,0.14646810293197632,0.0007619159296154976,0.07692307978868484,1,0,0
vsi_question_3012,cmrq_risk_atoms32_r456,2,2,2,0.75,0.75,0.15108992159366608,0.0007619159296154976,0.07692307978868484,1,0,0
vsi_question_3012,cmrq_mix_g32_w0p3_r456,2,2,2,0.875,0.75,0.15108542144298553,0.002632834017276764,0.07692307978868484,1,0,0
vsi_question_3012,permuted_mix_g32_w0p3_r456,2,2,2,0.875,0.75,0.15115326642990112,0.0017748773097991943,0.0,1,0,0
vsi_question_1242,vsi_pca_train96_r456,1,0,1,0.375,0.375,0.13946640491485596,0.0,0.0,1,0,0
vsi_question_1242,pooled3_pca_r456,1,0,1,0.375,0.375,0.14389275014400482,0.0,0.0,1,0,0
vsi_question_1242,cmrq_risk_atoms32_r456,1,0,1,0.375,0.375,0.14873149991035461,0.0,0.0,1,0,0
vsi_question_1242,cmrq_mix_g32_w0p3_r456,1,0,1,0.375,0.375,0.14872722327709198,0.0,0.0,1,0,0
vsi_question_1242,permuted_mix_g32_w0p3_r456,1,0,1,0.5,0.375,0.14885267615318298,0.0018703974783420563,0.0,1,0,0
vsi_question_1582,vsi_pca_train96_r456,0,2,0,1.125,1.125,0.1321178376674652,0.0,0.0,1,0,0
vsi_question_1582,pooled3_pca_r456,0,2,0,1.125,1.125,0.138208270072937,0.0005526971071958542,0.0555555559694767,1,0,0
vsi_question_1582,cmrq_risk_atoms32_r456,0,2,0,1.125,1.125,0.14302238821983337,0.0005526971071958542,0.0555555559694767,1,0,0
vsi_question_1582,cmrq_mix_g32_w0p3_r456,0,2,0,1.25,1.125,0.14301832020282745,0.0013397876173257828,0.0,1,0,0
vsi_question_1582,permuted_mix_g32_w0p3_r456,0,2,0,1.25,1.125,0.1431424468755722,0.0013397876173257828,0.0,1,0,0
vsi_question_3665,vsi_pca_train96_r456,0,2,0,0.25,0.25,0.1442345231771469,0.0005903397686779499,0.0,1,0,0
vsi_question_3665,pooled3_pca_r456,0,2,0,0.375,0.25,0.1486377865076065,0.0029471907764673233,0.0,1,0,0
vsi_question_3665,cmrq_risk_atoms32_r456,0,2,0,0.25,0.25,0.15344446897506714,0.0005903397686779499,0.0,1,0,0
vsi_question_3665,cmrq_mix_g32_w0p3_r456,0,2,0,0.25,0.25,0.1534406542778015,0.0,0.0,1,0,0
vsi_question_3665,permuted_mix_g32_w0p3_r456,0,2,0,0.25,0.25,0.15354637801647186,0.0005903397686779499,0.0,1,0,0
vsi_question_5001,vsi_pca_train96_r456,3,3,3,0.125,0.125,0.13983744382858276,0.0,0.0,1,0,0
vsi_question_5001,pooled3_pca_r456,3,3,3,0.125,0.125,0.1453007161617279,0.0008880067616701126,0.1111111119389534,1,0,0
vsi_question_5001,cmrq_risk_atoms32_r456,3,3,3,0.125,0.125,0.15015678107738495,0.0,0.0,1,0,0
vsi_question_5001,cmrq_mix_g32_w0p3_r456,3,3,3,0.125,0.125,0.15015201270580292,0.0008880067616701126,0.1111111119389534,1,0,0
vsi_question_5001,permuted_mix_g32_w0p3_r456,3,3,3,0.125,0.125,0.1502666026353836,0.0,0.0,1,0,0
vsi_question_3052,vsi_pca_train96_r456,1,2,1,1.125,1.375,0.14098677039146423,0.0062620798125863075,0.1818181872367859,1,0,0
vsi_question_3052,pooled3_pca_r456,1,2,1,1.25,1.375,0.1477048248052597,0.0012831224594265223,0.09090909361839294,1,0,0
vsi_question_3052,cmrq_risk_atoms32_r456,1,2,1,1.125,1.375,0.15264250338077545,0.0062620798125863075,0.1818181872367859,1,0,0
vsi_question_3052,cmrq_mix_g32_w0p3_r456,1,2,1,1.25,1.375,0.15263719856739044,0.0015366212464869022,0.09090909361839294,1,0,0
vsi_question_3052,permuted_mix_g32_w0p3_r456,1,2,1,1.125,1.375,0.1527707576751709,0.0062620798125863075,0.1818181872367859,1,0,0
vsi_question_5040,vsi_pca_train96_r456,1,2,1,0.25,0.25,0.1389485001564026,0.0013002809137105942,0.0,1,0,0
vsi_question_5040,pooled3_pca_r456,1,2,1,0.25,0.25,0.1479109227657318,0.0019096266478300095,0.0,1,0,0
vsi_question_5040,cmrq_risk_atoms32_r456,1,2,1,0.25,0.25,0.15302518010139465,0.0013002809137105942,0.0,1,0,0
vsi_question_5040,cmrq_mix_g32_w0p3_r456,1,2,1,0.25,0.25,0.15301981568336487,0.0019096266478300095,0.0,1,0,0
vsi_question_5040,permuted_mix_g32_w0p3_r456,1,2,1,0.25,0.25,0.15316273272037506,0.0019096266478300095,0.0,1,0,0
vsi_question_1901,vsi_pca_train96_r456,0,0,0,0.25,0.25,0.13826757669448853,0.0014411797747015953,0.0,1,0,0
vsi_question_1901,pooled3_pca_r456,0,0,0,0.25,0.25,0.1470865160226822,0.0,0.0,1,0,0
vsi_question_1901,cmrq_risk_atoms32_r456,0,0,0,0.25,0.25,0.15194840729236603,0.001148683950304985,0.20000000298023224,1,0,0
vsi_question_1901,cmrq_mix_g32_w0p3_r456,0,0,0,0.125,0.25,0.15194329619407654,0.0019197911024093628,0.5,1,0,0
vsi_question_1901,permuted_mix_g32_w0p3_r456,0,0,0,0.125,0.25,0.15205936133861542,0.0019197911024093628,0.5,1,0,0
vsi_question_3163,vsi_pca_train96_r456,0,0,0,1.0,1.125,0.14279653131961823,0.0015915632247924805,0.1111111119389534,1,0,0
vsi_question_3163,pooled3_pca_r456,0,0,0,1.0,1.125,0.14897054433822632,0.0013494659215211868,0.1111111119389534,1,0,0
vsi_question_3163,cmrq_risk_atoms32_r456,0,0,0,1.0,1.125,0.15371441841125488,0.0015915632247924805,0.1111111119389534,1,0,0
vsi_question_3163,cmrq_mix_g32_w0p3_r456,0,0,0,1.125,1.125,0.15371021628379822,0.0004353185649961233,0.0,1,0,0
vsi_question_3163,permuted_mix_g32_w0p3_r456,0,0,0,1.125,1.125,0.15385273098945618,0.00046835653483867645,0.05263157933950424,1,0,0
vsi_question_988,vsi_pca_train96_r456,0,3,0,0.0,0.0,0.1391524076461792,0.0006857207044959068,0.0,1,0,0
vsi_question_988,pooled3_pca_r456,0,3,0,0.0,0.0,0.14555104076862335,0.0,0.0,1,0,0
vsi_question_988,cmrq_risk_atoms32_r456,0,3,0,0.0,0.0,0.15043863654136658,0.0,0.0,1,0,0
vsi_question_988,cmrq_mix_g32_w0p3_r456,0,3,0,0.0,0.0,0.1504341959953308,0.0006857207044959068,0.0,1,0,0
vsi_question_988,permuted_mix_g32_w0p3_r456,0,3,0,0.125,0.0,0.15056540071964264,0.0018883012235164642,0.0,1,0,0
vsi_question_1028,vsi_pca_train96_r456,2,2,2,0.25,0.375,0.13768815994262695,0.0017841160297393799,0.3333333432674408,1,0,0
vsi_question_1028,pooled3_pca_r456,2,2,2,0.375,0.375,0.14525678753852844,0.0,0.0,1,0,0
vsi_question_1028,cmrq_risk_atoms32_r456,2,2,2,0.375,0.375,0.15026384592056274,0.0018716510385274887,0.20000000298023224,1,0,0
vsi_question_1028,cmrq_mix_g32_w0p3_r456,2,2,2,0.375,0.375,0.1502588838338852,0.0,0.0,1,0,0
vsi_question_1028,permuted_mix_g32_w0p3_r456,2,2,2,0.25,0.375,0.1503795087337494,0.0017841160297393799,0.3333333432674408,1,0,0
vsi_question_3195,vsi_pca_train96_r456,2,0,2,1.375,1.5,0.1417822688817978,0.001009470783174038,0.0833333358168602,1,0,0
vsi_question_3195,pooled3_pca_r456,2,0,2,1.25,1.5,0.14621354639530182,0.005624113604426384,0.1666666716337204,1,0,0
vsi_question_3195,cmrq_risk_atoms32_r456,2,0,2,1.375,1.5,0.1510651856660843,0.0020394171588122845,0.0833333358168602,1,0,0
vsi_question_3195,cmrq_mix_g32_w0p3_r456,2,0,2,1.375,1.5,0.15106087923049927,0.001397239975631237,0.0833333358168602,1,0,0
vsi_question_3195,permuted_mix_g32_w0p3_r456,2,0,2,1.375,1.5,0.1511773318052292,0.001397239975631237,0.0833333358168602,1,0,0
vsi_question_1898,vsi_pca_train96_r456,1,2,1,0.25,0.125,0.13886454701423645,0.0016853176057338715,0.0,1,0,0
vsi_question_1898,pooled3_pca_r456,1,2,1,0.125,0.125,0.14430883526802063,0.0011500921100378036,0.0,1,0,0
vsi_question_1898,cmrq_risk_atoms32_r456,1,2,1,0.125,0.125,0.149264395236969,0.0011500921100378036,0.0,1,0,0
vsi_question_1898,cmrq_mix_g32_w0p3_r456,1,2,1,0.125,0.125,0.14925967156887054,0.0011500921100378036,0.0,1,0,0
vsi_question_1898,permuted_mix_g32_w0p3_r456,1,2,1,0.125,0.125,0.14937713742256165,0.0011500921100378036,0.0,1,0,0
vsi_question_5117,vsi_pca_train96_r456,3,3,3,0.125,0.125,0.14081096649169922,0.0,0.0,1,0,0
vsi_question_5117,pooled3_pca_r456,3,3,3,0.125,0.125,0.14704357087612152,0.0005196486599743366,0.07692307978868484,1,0,0
vsi_question_5117,cmrq_risk_atoms32_r456,3,3,3,0.125,0.125,0.1521850824356079,0.0,0.0,1,0,0
vsi_question_5117,cmrq_mix_g32_w0p3_r456,3,3,3,0.125,0.125,0.15218044817447662,0.0,0.0,1,0,0
vsi_question_5117,permuted_mix_g32_w0p3_r456,3,3,3,0.125,0.125,0.1523062288761139,0.0,0.0,1,0,0
