sample_id,method,teacher_index,answer_index,approximate_index,approximate_top1_margin,minimum_margin,feature_relative_l2,candidate_kl,maximum_normalized_adverse_shift,prediction_match,harmful,beneficial
vsi_question_5018,vsi_pca_train96_r456,1,1,1,0.75,0.875,0.14127998054027557,0.0019424259662628174,0.1428571492433548,1,0,0
vsi_question_5018,pooled3_pca_r456,1,1,1,0.75,0.875,0.1452644020318985,0.0019424259662628174,0.1428571492433548,1,0,0
vsi_question_5018,cmrq_risk_atoms32_r456,1,1,1,0.75,0.875,0.15012001991271973,0.0019424259662628174,0.1428571492433548,1,0,0
vsi_question_5018,cmrq_mix_g32_w0p3_r456,1,1,1,0.75,0.875,0.15011568367481232,0.0018021129071712494,0.1428571492433548,1,0,0
vsi_question_5018,permuted_mix_g32_w0p3_r456,1,1,1,0.875,0.875,0.15023648738861084,0.0010469947010278702,0.1111111119389534,1,0,0
vsi_question_2109,vsi_pca_train96_r456,1,3,1,0.625,0.625,0.14346544444561005,0.0011202869936823845,0.1428571492433548,1,0,0
vsi_question_2109,pooled3_pca_r456,1,3,1,0.75,0.625,0.14838407933712006,0.0019030636176466942,0.0,1,0,0
vsi_question_2109,cmrq_risk_atoms32_r456,1,3,1,0.75,0.625,0.15338686108589172,0.0019030636176466942,0.0,1,0,0
vsi_question_2109,cmrq_mix_g32_w0p3_r456,1,3,1,0.75,0.625,0.15338276326656342,0.0019030636176466942,0.0,1,0,0
vsi_question_2109,permuted_mix_g32_w0p3_r456,1,3,1,0.75,0.625,0.15348221361637115,0.0019030636176466942,0.0,1,0,0
vsi_question_5079,vsi_pca_train96_r456,0,0,0,0.375,0.375,0.13392964005470276,0.0004017520695924759,0.05263157933950424,1,0,0
vsi_question_5079,pooled3_pca_r456,0,0,0,0.375,0.375,0.1433839499950409,0.0004017520695924759,0.05263157933950424,1,0,0
vsi_question_5079,cmrq_risk_atoms32_r456,0,0,0,0.375,0.375,0.14834512770175934,0.0,0.0,1,0,0
vsi_question_5079,cmrq_mix_g32_w0p3_r456,0,0,0,0.375,0.375,0.14833973348140717,0.0004017520695924759,0.05263157933950424,1,0,0
vsi_question_5079,permuted_mix_g32_w0p3_r456,0,0,0,0.375,0.375,0.14845311641693115,0.0004017520695924759,0.05263157933950424,1,0,0
vsi_question_2988,vsi_pca_train96_r456,0,0,0,0.75,0.75,0.14389584958553314,0.0008294349536299706,0.0,1,0,0
vsi_question_2988,pooled3_pca_r456,0,0,0,0.625,0.75,0.14802122116088867,0.004103701561689377,0.1666666716337204,1,0,0
vsi_question_2988,cmrq_risk_atoms32_r456,0,0,0,0.75,0.75,0.15292544662952423,0.00044220220297574997,0.0,1,0,0
vsi_question_2988,cmrq_mix_g32_w0p3_r456,0,0,0,0.75,0.75,0.15292085707187653,0.00044220220297574997,0.0,1,0,0
vsi_question_2988,permuted_mix_g32_w0p3_r456,0,0,0,0.75,0.75,0.1530628353357315,0.0017066113650798798,0.0,1,0,0
vsi_question_966,vsi_pca_train96_r456,2,1,2,0.0,0.25,0.13218264281749725,0.006391400471329689,1.0,1,0,0
vsi_question_966,pooled3_pca_r456,2,1,2,0.125,0.25,0.13942891359329224,0.001569603569805622,0.5,1,0,0
vsi_question_966,cmrq_risk_atoms32_r456,2,1,2,0.125,0.25,0.14424261450767517,0.001569603569805622,0.5,1,0,0
vsi_question_966,cmrq_mix_g32_w0p3_r456,2,1,2,0.125,0.25,0.14423836767673492,0.001569603569805622,0.5,1,0,0
vsi_question_966,permuted_mix_g32_w0p3_r456,2,1,2,0.125,0.25,0.14435449242591858,0.004218580201268196,0.5,1,0,0
vsi_question_3032,vsi_pca_train96_r456,3,0,3,0.25,0.25,0.14246264100074768,0.001844152808189392,0.3333333432674408,1,0,0
vsi_question_3032,pooled3_pca_r456,3,0,3,0.375,0.25,0.1482638120651245,0.0015272106975317001,0.0,1,0,0
vsi_question_3032,cmrq_risk_atoms32_r456,3,0,3,0.375,0.25,0.15317988395690918,0.0015272106975317001,0.0,1,0,0
vsi_question_3032,cmrq_mix_g32_w0p3_r456,3,0,3,0.375,0.25,0.1531757414340973,0.0015272106975317001,0.0,1,0,0
vsi_question_3032,permuted_mix_g32_w0p3_r456,3,0,3,0.25,0.25,0.1532987505197525,0.001844152808189392,0.3333333432674408,1,0,0
vsi_question_1490,vsi_pca_train96_r456,2,3,2,0.125,0.125,0.1481502205133438,0.0014794925227761269,0.0,1,0,0
vsi_question_1490,pooled3_pca_r456,2,3,2,0.125,0.125,0.15151427686214447,0.0019160108640789986,0.0,1,0,0
vsi_question_1490,cmrq_risk_atoms32_r456,2,3,2,0.125,0.125,0.15645569562911987,0.0014794925227761269,0.0,1,0,0
vsi_question_1490,cmrq_mix_g32_w0p3_r456,2,3,2,0.125,0.125,0.15645107626914978,0.0019160108640789986,0.0,1,0,0
vsi_question_1490,permuted_mix_g32_w0p3_r456,2,3,2,0.125,0.125,0.156582310795784,0.0019160108640789986,0.0,1,0,0
vsi_question_2459,vsi_pca_train96_r456,0,0,0,0.125,0.125,0.14207087457180023,0.0,0.0,1,0,0
vsi_question_2459,pooled3_pca_r456,0,0,0,0.125,0.125,0.14790113270282745,0.0,0.0,1,0,0
vsi_question_2459,cmrq_risk_atoms32_r456,0,0,0,0.0,0.125,0.1526864469051361,0.0019493568688631058,1.0,1,0,0
vsi_question_2459,cmrq_mix_g32_w0p3_r456,0,0,0,0.125,0.125,0.15268245339393616,0.0,0.0,1,0,0
vsi_question_2459,permuted_mix_g32_w0p3_r456,0,0,0,0.0,0.125,0.15277902781963348,0.0019493568688631058,1.0,1,0,0
vsi_question_5148,vsi_pca_train96_r456,1,0,1,0.0,0.0,0.12973642349243164,0.0009362734854221344,0.0,1,0,0
vsi_question_5148,pooled3_pca_r456,1,0,1,0.125,0.0,0.13918864727020264,0.0017445031553506851,0.0,1,0,0
vsi_question_5148,cmrq_risk_atoms32_r456,1,0,1,0.0,0.0,0.1438223421573639,0.001098625361919403,0.1666666716337204,1,0,0
vsi_question_5148,cmrq_mix_g32_w0p3_r456,1,0,1,0.0,0.0,0.14381833374500275,0.0,0.0,1,0,0
vsi_question_5148,permuted_mix_g32_w0p3_r456,1,0,1,0.0,0.0,0.14391325414180756,0.0,0.0,1,0,0
vsi_question_3007,vsi_pca_train96_r456,0,2,0,2.0,1.875,0.13711951673030853,0.0008097561076283455,0.0,1,0,0
vsi_question_3007,pooled3_pca_r456,0,2,0,2.125,1.875,0.14400692284107208,0.003442807123064995,0.0,1,0,0
vsi_question_3007,cmrq_risk_atoms32_r456,0,2,0,2.0,1.875,0.14903011918067932,0.0009154895087704062,0.0,1,0,0
vsi_question_3007,cmrq_mix_g32_w0p3_r456,0,2,0,1.875,1.875,0.14902624487876892,0.0,0.0,1,0,0
vsi_question_3007,permuted_mix_g32_w0p3_r456,0,2,0,2.0,1.875,0.14915263652801514,0.0008097561076283455,0.0,1,0,0
vsi_question_5092,vsi_pca_train96_r456,0,2,0,0.25,0.125,0.13972434401512146,0.0019067563116550446,0.0,1,0,0
vsi_question_5092,pooled3_pca_r456,0,2,0,0.125,0.125,0.1449117511510849,0.0,0.0,1,0,0
vsi_question_5092,cmrq_risk_atoms32_r456,0,2,0,0.125,0.125,0.14975334703922272,0.0,0.0,1,0,0
vsi_question_5092,cmrq_mix_g32_w0p3_r456,0,2,0,0.125,0.125,0.14974921941757202,0.0005638287402689457,0.06666667014360428,1,0,0
vsi_question_5092,permuted_mix_g32_w0p3_r456,0,2,0,0.25,0.125,0.1498778909444809,0.0019067563116550446,0.0,1,0,0
vsi_question_5006,vsi_pca_train96_r456,2,0,2,0.25,0.25,0.1398463100194931,0.0,0.0,1,0,0
vsi_question_5006,pooled3_pca_r456,2,0,2,0.25,0.25,0.15129348635673523,0.0,0.0,1,0,0
vsi_question_5006,cmrq_risk_atoms32_r456,2,0,2,0.25,0.25,0.15663941204547882,0.0,0.0,1,0,0
vsi_question_5006,cmrq_mix_g32_w0p3_r456,2,0,2,0.25,0.25,0.1566341519355774,0.0,0.0,1,0,0
vsi_question_5006,permuted_mix_g32_w0p3_r456,2,0,2,0.375,0.25,0.1567005217075348,0.0018387679010629654,0.0,1,0,0
vsi_question_2008,vsi_pca_train96_r456,0,1,0,0.375,0.5,0.12904249131679535,0.0023111533373594284,0.25,1,0,0
vsi_question_2008,pooled3_pca_r456,0,1,0,0.375,0.5,0.13749344646930695,0.0018659606575965881,0.25,1,0,0
vsi_question_2008,cmrq_risk_atoms32_r456,0,1,0,0.25,0.5,0.14226074516773224,0.006911676377058029,0.5,1,0,0
vsi_question_2008,cmrq_mix_g32_w0p3_r456,0,1,0,0.375,0.5,0.142256960272789,0.0018659606575965881,0.25,1,0,0
vsi_question_2008,permuted_mix_g32_w0p3_r456,0,1,0,0.125,0.5,0.14235800504684448,0.01565869152545929,0.75,1,0,0
vsi_question_3182,vsi_pca_train96_r456,0,0,0,0.75,0.625,0.14121124148368835,0.0018227454274892807,0.0,1,0,0
vsi_question_3182,pooled3_pca_r456,0,0,0,0.875,0.625,0.14784036576747894,0.006877753883600235,0.0,1,0,0
vsi_question_3182,cmrq_risk_atoms32_r456,0,0,0,0.875,0.625,0.15281198918819427,0.006877753883600235,0.0,1,0,0
vsi_question_3182,cmrq_mix_g32_w0p3_r456,0,0,0,0.875,0.625,0.15280769765377045,0.006877753883600235,0.0,1,0,0
vsi_question_3182,permuted_mix_g32_w0p3_r456,0,0,0,0.75,0.625,0.15290400385856628,0.003313625231385231,0.0,1,0,0
