suite,seed,frame,fraction,energy_ratio,event_recall,event_blocks,gini,is_event,previous_is_event,event_transition,is_scene_cut
state,1,1,0.2,0.39352817309128635,0.0,0,0.31599534362542353,0,0,0,0
state,1,2,0.05,0.16250619886618653,0.0,0,0.3300506868562752,0,0,0,0
state,1,2,0.1,0.2517566781041927,0.0,0,0.3300506868562752,0,0,0,0
state,1,2,0.2,0.41151365711500193,0.0,0,0.3300506868562752,0,0,0,0
state,1,3,0.05,0.16853546908212677,0.0,0,0.34848810192915075,0,0,0,0
state,1,3,0.1,0.2557963779408818,0.0,0,0.34848810192915075,0,0,0,0
state,1,3,0.2,0.42728106909963254,0.0,0,0.34848810192915075,0,0,0,0
state,1,4,0.05,0.16713046622099215,0.0,0,0.345015003598044,0,0,0,0
state,1,4,0.1,0.25217307578917947,0.0,0,0.345015003598044,0,0,0,0
state,1,4,0.2,0.4288058898888026,0.0,0,0.345015003598044,0,0,0,0
state,1,5,0.05,0.14395492220529527,0.0,0,0.3123671796247837,0,0,0,0
state,1,5,0.1,0.22213548403026756,0.0,0,0.3123671796247837,0,0,0,0
state,1,5,0.2,0.39662742451967226,0.0,0,0.3123671796247837,0,0,0,0
state,1,6,0.05,0.16987126016401213,0.0,0,0.3542955217314419,0,0,0,0
state,1,6,0.1,0.25784874539593283,0.0,0,0.3542955217314419,0,0,0,0
state,1,6,0.2,0.42035740229076446,0.0,0,0.3542955217314419,0,0,0,0
state,1,7,0.05,0.1930373504588175,0.0,0,0.3719599997726422,0,0,0,0
state,1,7,0.1,0.284168309196364,0.0,0,0.3719599997726422,0,0,0,0
state,1,7,0.2,0.4601504392893147,0.0,0,0.3719599997726422,0,0,0,0
state,1,8,0.05,0.14053235925298793,0.0,0,0.32296395225359537,0,0,0,0
state,1,8,0.1,0.21804318023516256,0.0,0,0.32296395225359537,0,0,0,0
state,1,8,0.2,0.38905972421414664,0.0,0,0.32296395225359537,0,0,0,0
state,1,9,0.05,0.14374550972000005,0.0,0,0.31421049562826653,0,0,0,0
state,1,9,0.1,0.2285843326254537,0.0,0,0.31421049562826653,0,0,0,0
state,1,9,0.2,0.4000994895979929,0.0,0,0.31421049562826653,0,0,0,0
state,1,10,0.05,0.16333005908534465,0.0,0,0.31972044630428026,0,0,0,0
state,1,10,0.1,0.24655502075415178,0.0,0,0.31972044630428026,0,0,0,0
state,1,10,0.2,0.40569093296445397,0.0,0,0.31972044630428026,0,0,0,0
state,1,11,0.05,0.19413189561952093,0.0,0,0.3628400707799064,0,0,0,0
state,1,11,0.1,0.29998380194284596,0.0,0,0.3628400707799064,0,0,0,0
state,1,11,0.2,0.4500353493164696,0.0,0,0.3628400707799064,0,0,0,0
state,1,12,0.05,0.1643390017199728,0.0,0,0.3519225375356374,0,0,0,0
state,1,12,0.1,0.2509197317750754,0.0,0,0.3519225375356374,0,0,0,0
state,1,12,0.2,0.4253524601544499,0.0,0,0.3519225375356374,0,0,0,0
state,1,13,0.05,0.16970876973123736,0.0,0,0.35351739035233126,0,0,0,0
state,1,13,0.1,0.25443442341756595,0.0,0,0.35351739035233126,0,0,0,0
state,1,13,0.2,0.42200317515604874,0.0,0,0.35351739035233126,0,0,0,0
state,1,14,0.05,0.15578702647197912,0.0,0,0.3401442213913235,0,0,0,0
state,1,14,0.1,0.23986658280306491,0.0,0,0.3401442213913235,0,0,0,0
state,1,14,0.2,0.41378783780081485,0.0,0,0.3401442213913235,0,0,0,0
state,1,15,0.05,0.1418217872045717,0.0,0,0.3081547889282586,0,0,0,0
state,1,15,0.1,0.22309004986733116,0.0,0,0.3081547889282586,0,0,0,0
state,1,15,0.2,0.3871219302473261,0.0,0,0.3081547889282586,0,0,0,0
state,1,16,0.05,0.1819825043102144,0.0,0,0.34687734953695387,0,0,0,0
state,1,16,0.1,0.2620198155438721,0.0,0,0.34687734953695387,0,0,0,0
state,1,16,0.2,0.4350091175777434,0.0,0,0.34687734953695387,0,0,0,0
state,1,17,0.05,0.17837052644508603,0.0,0,0.35781634463647577,0,0,0,0
state,1,17,0.1,0.2580428128003231,0.0,0,0.35781634463647577,0,0,0,0
state,1,17,0.2,0.4311438482098382,0.0,0,0.35781634463647577,0,0,0,0
state,1,18,0.05,0.16973813006950259,0.0,0,0.3524695035951894,0,0,0,0
state,1,18,0.1,0.25136160231721566,0.0,0,0.3524695035951894,0,0,0,0
state,1,18,0.2,0.42545077771315226,0.0,0,0.3524695035951894,0,0,0,0
state,1,19,0.05,0.1377918232608989,0.0,0,0.32254910993543096,0,0,0,0
state,1,19,0.1,0.2117215088274879,0.0,0,0.32254910993543096,0,0,0,0
state,1,19,0.2,0.38029536069572,0.0,0,0.32254910993543096,0,0,0,0
state,1,20,0.05,0.16554001470629048,0.0,0,0.3568675710165549,0,0,0,0
state,1,20,0.1,0.25595776455521513,0.0,0,0.3568675710165549,0,0,0,0
state,1,20,0.2,0.43801951338867123,0.0,0,0.3568675710165549,0,0,0,0
state,1,21,0.05,0.169558880494047,0.0,0,0.345376957323988,0,0,0,0
state,1,21,0.1,0.25353943939128515,0.0,0,0.345376957323988,0,0,0,0
state,1,21,0.2,0.4330571458352243,0.0,0,0.345376957323988,0,0,0,0
state,1,22,0.05,0.1374313124638364,0.0,0,0.2947928942603479,0,0,0,0
state,1,22,0.1,0.2097610705482514,0.0,0,0.2947928942603479,0,0,0,0
state,1,22,0.2,0.3715730389052757,0.0,0,0.2947928942603479,0,0,0,0
state,1,23,0.05,0.1491739583965595,0.0,0,0.3131170119380056,0,0,0,0
state,1,23,0.1,0.2277674725221845,0.0,0,0.3131170119380056,0,0,0,0
state,1,23,0.2,0.39046365906475977,0.0,0,0.3131170119380056,0,0,0,0
state,1,24,0.05,0.1518949135497361,0.0,0,0.3226449112835447,0,0,0,0
state,1,24,0.1,0.22895263161438947,0.0,0,0.3226449112835447,0,0,0,0
state,1,24,0.2,0.39102399834041107,0.0,0,0.3226449112835447,0,0,0,0
state,1,25,0.05,0.15262530426792428,0.0,0,0.3415147091498077,0,0,0,0
state,1,25,0.1,0.2391736628085942,0.0,0,0.3415147091498077,0,0,0,0
state,1,25,0.2,0.4201572029490576,0.0,0,0.3415147091498077,0,0,0,0
state,1,26,0.05,0.1532290464938784,0.0,0,0.31987352210946085,0,0,0,0
state,1,26,0.1,0.23073318795268438,0.0,0,0.31987352210946085,0,0,0,0
state,1,26,0.2,0.40086025670836417,0.0,0,0.31987352210946085,0,0,0,0
state,1,27,0.05,0.15552474736969324,0.0,0,0.332340579242462,0,0,0,0
state,1,27,0.1,0.24459511599475844,0.0,0,0.332340579242462,0,0,0,0
state,1,27,0.2,0.4177464976409118,0.0,0,0.332340579242462,0,0,0,0
event,1,1,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,1,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,1,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,2,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,2,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,2,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,3,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,3,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,3,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,4,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,4,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,4,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,5,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,5,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,5,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,6,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,6,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,6,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,7,0.05,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,7,0.1,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,7,0.2,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,8,0.05,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,8,0.1,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,8,0.2,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,9,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,9,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,9,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,10,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,10,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,10,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,11,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,11,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,11,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,12,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,12,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,12,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,13,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,13,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,13,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,14,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,14,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,14,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,15,0.05,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,15,0.1,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,15,0.2,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,16,0.05,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,16,0.1,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,16,0.2,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,17,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,17,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,17,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,18,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,18,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,18,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,19,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,19,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,19,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,20,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,20,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,20,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,21,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,21,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,21,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,22,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,22,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,22,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,23,0.05,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,23,0.1,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,23,0.2,1.0,1.0,2,0.9583333333333334,1,0,1,0
event,1,24,0.05,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,24,0.1,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,24,0.2,1.0,0.0,0,0.9583333333333334,0,1,1,0
event,1,25,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,25,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,25,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,26,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,26,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,26,0.2,0.0,0.0,0,0.0,0,0,0,0
event,1,27,0.05,0.0,0.0,0,0.0,0,0,0,0
event,1,27,0.1,0.0,0.0,0,0.0,0,0,0,0
event,1,27,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,1,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,1,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,1,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,2,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,2,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,2,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,3,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,3,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,3,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,4,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,4,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,4,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,5,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,5,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,5,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,6,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,6,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,6,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,7,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,7,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,7,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,8,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,8,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,8,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,9,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,9,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,9,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,10,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,10,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,10,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,11,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,11,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,11,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,12,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,12,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,12,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,13,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,13,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,13,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,14,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,14,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,14,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,15,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,15,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,15,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,16,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,16,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,16,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,17,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,17,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,17,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,18,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,18,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,18,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,19,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,19,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,19,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,20,0.05,0.13388115996119238,0.0625,48,0.2539500898921176,1,0,1,1
scene_cut,1,20,0.1,0.2104994159916823,0.10416666666666667,48,0.2539500898921176,1,0,1,1
scene_cut,1,20,0.2,0.36116174007747714,0.20833333333333334,48,0.2539500898921176,1,0,1,1
scene_cut,1,21,0.05,0.0,0.0,0,0.0,0,1,1,0
scene_cut,1,21,0.1,0.0,0.0,0,0.0,0,1,1,0
scene_cut,1,21,0.2,0.0,0.0,0,0.0,0,1,1,0
scene_cut,1,22,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,22,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,22,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,23,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,23,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,23,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,24,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,24,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,24,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,25,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,25,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,25,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,26,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,26,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,26,0.2,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,27,0.05,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,27,0.1,0.0,0.0,0,0.0,0,0,0,0
scene_cut,1,27,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,1,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,1,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,1,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,2,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,2,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,2,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,3,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,3,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,3,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,4,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,4,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,4,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,5,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,5,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,5,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,6,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,6,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,6,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,7,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,7,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,7,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,8,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,8,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,8,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,9,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,9,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,9,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,10,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,10,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,10,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,11,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,11,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,11,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,12,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,12,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,12,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,13,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,13,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,13,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,14,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,14,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,14,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,15,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,15,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,15,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,16,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,16,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,16,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,17,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,17,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,17,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,18,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,18,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,18,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,19,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,19,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,19,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,20,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,20,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,20,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,21,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,21,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,21,0.2,0.0,0.0,0,0.0,0,0,0,0
transport,7,22,0.05,0.0,0.0,0,0.0,0,0,0,0
transport,7,22,0.1,0.0,0.0,0,0.0,0,0,0,0
transport,7,22,0.2,0.0,0.0,0,0.0,0,0,0,0
