split,cell,method,density,family,generators,aggregate_output_relative_l2,worst_record_output_relative_l2,subspace_overlap_mean,dynamic_scalars,extra_work_ratio,requested_gate_pass,anti_tautology_gate_pass
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,frozen,0,0.0016846163531801213,0.007166522353951401,0.8058119520758202,0,0.0004884004884004884,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,full_procrustes,128,0.0009857616290537606,0.004008543329691168,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,8,0.0016842922977516332,0.007166522353951401,0.8059098772119154,24,0.0004898313492063492,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,16,0.0009857616290531042,0.004008543329691167,1.0,2048,0.0007326007326007326,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,16,0.0015156693885296903,0.006591117733246248,0.8216101671657107,896,0.0017094017094017094,True,False
prompt_holdout,layer14_step00_early,contribution_norm,0.125,adaptive,0,0.03695958669718941,0.07806887535645941,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.125,frozen,0,0.2037296806693453,0.42479968020463665,0.3579177071334267,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.125,full_procrustes,128,0.03695958669718941,0.07806887535645941,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,adaptive,0,0.023465382763004434,0.0526488464645844,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,frozen,0,0.14081199451859935,0.3025207880999754,0.35719947070287944,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,full_procrustes,128,0.023465382763004434,0.0526488464645844,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,adaptive,0,0.037460642654833044,0.1226212059063052,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,frozen,0,0.1289667593791948,0.37548562294746335,0.26771721109578556,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,full_procrustes,128,0.037460642654833044,0.1226212059063052,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,adaptive,0,0.01770933901312834,0.05424654917733436,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,frozen,0,0.07813189403143268,0.2898339675504192,0.26273685969188487,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,full_procrustes,128,0.01770933901312834,0.05424654917733436,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,adaptive,0,0.03133928877997492,0.08977055622368112,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,frozen,0,0.08878159300677022,0.2736604659324481,0.28140064237031104,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,full_procrustes,128,0.03133928877997492,0.08977055622368112,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,adaptive,0,0.012319053696562924,0.0361913261709731,1.0,2048,0.0014652014652014652,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,frozen,0,0.04692585445931057,0.15313175510497037,0.2799027453202936,0,0.0004884004884004884,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,full_procrustes,128,0.012319053696562924,0.0361913261709731,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,adaptive,0,0.002712778948141795,0.009928288380893808,1.0,2048,0.0014652014652014652,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,16,0.00567247355345198,0.02767580942541187,0.7017768723884936,1024,0.0006715506715506716,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,4,0.007752212927584497,0.030546484815775307,0.652297257039169,1276,0.0010836385836385837,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,frozen,0,0.03076812832142304,0.1452278047756794,0.6511627895757389,0,0.0004884004884004884,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,full_procrustes,128,0.002712778948141795,0.009928288380893808,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,16,0.024779692239853626,0.1452278047756794,0.6490736207486366,48,0.00049126221001221,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,16,0.002712778948141795,0.009928288380893808,1.0,2048,0.0007326007326007326,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,16,0.005926073040363562,0.025675770711341247,0.6920867577867335,896,0.0017094017094017094,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,adaptive,0,0.000999478418732335,0.004008543329691168,1.0,2048,0.0014652014652014652,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,8,0.00322748875343389,0.012213992848889688,0.6475434480074767,512,0.00057997557997558,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,4,0.003563964887992912,0.014931443057898989,0.6555253023107328,1276,0.0010836385836385837,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,frozen,0,0.01816918749331232,0.08176134244471012,0.6529472310282838,0,0.0004884004884004884,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,full_procrustes,128,0.000999478418732335,0.004008543329691168,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,16,0.013819525259566793,0.08176134244471012,0.6512968693197689,48,0.00049126221001221,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,16,0.000999478418732335,0.004008543329691168,1.0,2048,0.0007326007326007326,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,16,0.002673554027573383,0.012400649614923324,0.6923169662968464,896,0.0017094017094017094,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,adaptive,0,0.03427203152849156,0.07099409414293244,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,frozen,0,0.11163353037733902,0.21510371302681164,0.4860826039056959,0,0.0004884004884004884,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,full_procrustes,128,0.03427203152849156,0.07099409414293244,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,adaptive,0,0.02196809154210205,0.05024675500611067,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,frozen,0,0.07473615146302243,0.18367774458281616,0.49456037617114756,0,0.0004884004884004884,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,full_procrustes,128,0.02196809154210205,0.05024675500611067,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,adaptive,0,0.037804161340940716,0.12662887327344158,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,frozen,0,0.12288661480501248,0.3969078808366746,0.289769731996758,0,0.0004884004884004884,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,full_procrustes,128,0.037804161340940716,0.12662887327344158,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.25,adaptive,0,0.01854942828069491,0.05353855802167424,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.25,frozen,0,0.07251562581268343,0.25887838612320946,0.29260509731403506,0,0.0004884004884004884,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.25,full_procrustes,128,0.01854942828069491,0.05353855802167424,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.125,adaptive,0,0.031913359872824135,0.11262267773669517,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.125,frozen,0,0.08435993205273298,0.2698353604364532,0.2978237093198544,0,0.0004884004884004884,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.125,full_procrustes,128,0.031913359872824135,0.11262267773669517,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.25,adaptive,0,0.012696862254267423,0.04188147870330152,1.0,2048,0.0014652014652014652,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.25,frozen,0,0.04299993904298,0.15103319794816913,0.30152675027925757,0,0.0004884004884004884,False,False
seed_holdout,layer14_step19_late,contribution_norm,0.25,full_procrustes,128,0.012696862254267423,0.04188147870330152,1.0,2048,0.0014652014652014652,False,False
